Label, X, Y, Image, Width, Height
Person,410,550,1660572000.jpg,1920,1080
Person,774,527,1660572000.jpg,1920,1080
Person,774,506,1660572000.jpg,1920,1080
Person,786,527,1660572000.jpg,1920,1080
Person,802,538,1660572000.jpg,1920,1080
Person,814,536,1660572000.jpg,1920,1080
Person,837,524,1660572000.jpg,1920,1080
Person,849,523,1660572000.jpg,1920,1080
Person,864,518,1660572000.jpg,1920,1080
Person,883,519,1660572000.jpg,1920,1080
Person,875,500,1660572000.jpg,1920,1080
Person,925,506,1660572000.jpg,1920,1080
Person,962,520,1660572000.jpg,1920,1080
Person,727,513,1660572000.jpg,1920,1080
Person,698,515,1660572000.jpg,1920,1080
Person,660,497,1660572000.jpg,1920,1080
Person,666,499,1660572000.jpg,1920,1080
Person,792,464,1660572000.jpg,1920,1080
Person,785,463,1660572000.jpg,1920,1080
Person,940,651,1660572000.jpg,1920,1080
Person,957,646,1660572000.jpg,1920,1080
Person,1003,640,1660572000.jpg,1920,1080
Person,980,650,1660572000.jpg,1920,1080
Person,1032,596,1660572000.jpg,1920,1080
Person,1049,599,1660572000.jpg,1920,1080
Person,966,559,1660572000.jpg,1920,1080
Person,898,494,1660572000.jpg,1920,1080
Person,911,500,1660572000.jpg,1920,1080
Person,902,506,1660572000.jpg,1920,1080
Person,1057,504,1660572000.jpg,1920,1080
Person,1061,515,1660572000.jpg,1920,1080
Person,1078,518,1660572000.jpg,1920,1080
Person,1098,510,1660572000.jpg,1920,1080
Person,1107,508,1660572000.jpg,1920,1080
Person,1096,521,1660572000.jpg,1920,1080
Person,1154,492,1660572000.jpg,1920,1080
Person,1150,485,1660572000.jpg,1920,1080
Person,1109,485,1660572000.jpg,1920,1080
Person,1129,477,1660572000.jpg,1920,1080
Person,984,505,1660572000.jpg,1920,1080
Person,989,506,1660572000.jpg,1920,1080
Person,1420,594,1660572000.jpg,1920,1080
Person,1363,577,1660572000.jpg,1920,1080
Person,1271,523,1660572000.jpg,1920,1080
Person,1278,527,1660572000.jpg,1920,1080
Person,1285,523,1660572000.jpg,1920,1080
Person,1197,510,1660572000.jpg,1920,1080
Person,1162,483,1660572000.jpg,1920,1080
Person,1171,483,1660572000.jpg,1920,1080
Person,1175,473,1660572000.jpg,1920,1080
Person,1158,520,1660572000.jpg,1920,1080
Person,1170,518,1660572000.jpg,1920,1080
Person,1207,541,1660572000.jpg,1920,1080
Person,1190,545,1660572000.jpg,1920,1080
Person,1195,574,1660572000.jpg,1920,1080
Person,1221,573,1660572000.jpg,1920,1080
Person,1385,494,1660572000.jpg,1920,1080
Person,1388,492,1660572000.jpg,1920,1080
Person,1411,476,1660572000.jpg,1920,1080
Person,1230,472,1660572000.jpg,1920,1080
Person,1238,476,1660572000.jpg,1920,1080
Person,1247,473,1660572000.jpg,1920,1080
Person,1198,485,1660572000.jpg,1920,1080
Person,1642,494,1660572000.jpg,1920,1080
Person,1764,530,1660572000.jpg,1920,1080
Person,1774,521,1660572000.jpg,1920,1080
Person,1709,498,1660572000.jpg,1920,1080
Person,1697,498,1660572000.jpg,1920,1080
Person,1585,457,1660572000.jpg,1920,1080
Person,1565,448,1660572000.jpg,1920,1080
Person,1547,450,1660572000.jpg,1920,1080
Person,1553,449,1660572000.jpg,1920,1080
Person,1537,455,1660572000.jpg,1920,1080
Person,1462,494,1660572000.jpg,1920,1080
Person,1499,496,1660572000.jpg,1920,1080
Person,1426,532,1660572000.jpg,1920,1080
Person,1556,537,1660572000.jpg,1920,1080
Person,1541,534,1660572000.jpg,1920,1080
Person,1190,473,1660572000.jpg,1920,1080
Person,1198,469,1660572000.jpg,1920,1080
Person,1390,462,1660572000.jpg,1920,1080
Person,1402,469,1660572000.jpg,1920,1080
Person,1412,462,1660572000.jpg,1920,1080
Person,1425,465,1660572000.jpg,1920,1080
Person,1454,466,1660572000.jpg,1920,1080
Person,1464,465,1660572000.jpg,1920,1080
Person,1634,489,1660572000.jpg,1920,1080
Person,1615,572,1660572000.jpg,1920,1080
Person,1635,574,1660572000.jpg,1920,1080
Person,1315,485,1660572000.jpg,1920,1080
Person,1323,481,1660572000.jpg,1920,1080
Person,1325,531,1660572000.jpg,1920,1080
Person,1355,536,1660572000.jpg,1920,1080
Person,1295,555,1660572000.jpg,1920,1080
Person,1846,454,1660572000.jpg,1920,1080
Person,1852,448,1660572000.jpg,1920,1080
Person,1862,456,1660572000.jpg,1920,1080
Person,1870,457,1660572000.jpg,1920,1080
Person,1594,437,1660572000.jpg,1920,1080
Person,1578,432,1660572000.jpg,1920,1080
Person,1504,434,1660572000.jpg,1920,1080
Person,1511,434,1660572000.jpg,1920,1080
Person,1475,458,1660572000.jpg,1920,1080
Person,1280,474,1660572000.jpg,1920,1080
Person,1288,473,1660572000.jpg,1920,1080
Person,948,512,1660572000.jpg,1920,1080
Person,1035,501,1660572000.jpg,1920,1080
Person,1042,501,1660572000.jpg,1920,1080
Person,421,536,1660572000.jpg,1920,1080
Person,360,549,1660572000.jpg,1920,1080
Person,369,544,1660572000.jpg,1920,1080
Person,441,563,1660572000.jpg,1920,1080
Person,537,562,1660572000.jpg,1920,1080
Person,575,533,1660572000.jpg,1920,1080
Person,684,548,1660572000.jpg,1920,1080
Person,706,565,1660572000.jpg,1920,1080
Person,702,560,1660572000.jpg,1920,1080
Person,463,466,1660572000.jpg,1920,1080
Person,736,512,1660572000.jpg,1920,1080
Person,786,584,1660572000.jpg,1920,1080
Person,629,639,1660572000.jpg,1920,1080
Person,836,504,1660572000.jpg,1920,1080
Person,1251,527,1660572000.jpg,1920,1080
Person,1248,504,1660572000.jpg,1920,1080
Person,1264,500,1660572000.jpg,1920,1080
Person,1255,496,1660572000.jpg,1920,1080
Person,1666,527,1660572000.jpg,1920,1080
Person,1539,496,1660572000.jpg,1920,1080
Person,1491,467,1660572000.jpg,1920,1080
Person,1495,456,1660572000.jpg,1920,1080
Person,1355,472,1660572000.jpg,1920,1080
Person,1826,472,1660572000.jpg,1920,1080
Person,1833,498,1660572000.jpg,1920,1080
Person,1087,567,1660572000.jpg,1920,1080
Person,1070,570,1660572000.jpg,1920,1080
Person,1914,456,1660572000.jpg,1920,1080
Person,1908,457,1660572000.jpg,1920,1080
Person,1895,458,1660572000.jpg,1920,1080
Person,892,500,1660572000.jpg,1920,1080
Person,43,629,1660572000.jpg,1920,1080
Person,240,539,1660572000.jpg,1920,1080
Person,393,547,1660572000.jpg,1920,1080
Person,714,510,1660572000.jpg,1920,1080
Person,1065,634,1660572000.jpg,1920,1080
Person,1430,523,1660572000.jpg,1920,1080
Person,1505,473,1660572000.jpg,1920,1080
Person,1519,480,1660572000.jpg,1920,1080
Person,1297,464,1660572000.jpg,1920,1080
Person,1849,528,1660572000.jpg,1920,1080
Person,988,476,1660572000.jpg,1920,1080
Person,632,510,1660572000.jpg,1920,1080
Person,655,508,1660572000.jpg,1920,1080
Person,355,571,1660572000.jpg,1920,1080
Person,500,577,1660572000.jpg,1920,1080
Person,193,602,1660572000.jpg,1920,1080
Person,910,584,1660572000.jpg,1920,1080
Person,922,577,1660572000.jpg,1920,1080
Person,928,575,1660572000.jpg,1920,1080
Person,932,532,1660572000.jpg,1920,1080
Person,940,533,1660572000.jpg,1920,1080
Person,1105,522,1660572000.jpg,1920,1080
Person,1147,534,1660572000.jpg,1920,1080
Person,1451,547,1660572000.jpg,1920,1080
Person,1875,526,1660572000.jpg,1920,1080
Person,1574,515,1660572000.jpg,1920,1080
Person,1565,513,1660572000.jpg,1920,1080
Person,1556,513,1660572000.jpg,1920,1080
Person,1643,486,1660572000.jpg,1920,1080
Person,1690,521,1660572000.jpg,1920,1080
Person,1790,465,1660572000.jpg,1920,1080
Person,1639,441,1660572000.jpg,1920,1080
Person,1402,500,1660572000.jpg,1920,1080
Person,1440,502,1660572000.jpg,1920,1080
Person,1515,503,1660572000.jpg,1920,1080
Person,1311,501,1660572000.jpg,1920,1080
Person,1135,578,1660572000.jpg,1920,1080
Person,794,543,1660572000.jpg,1920,1080
Person,844,555,1660572000.jpg,1920,1080
Person,727,565,1660572000.jpg,1920,1080
Person,546,592,1660572000.jpg,1920,1080
Person,1113,598,1660572000.jpg,1920,1080
Person,1621,429,1660572000.jpg,1920,1080
